"coin_name","coin_symbol","coin_slug","coin_price","coin_volume24h","coin_volume7d","coin_volume30d","coin_marketCap","coin_percentChange1h","coin_percentChange24h","coin_percentChange7d","coin_marketCapByTotalSupply","coin_circulatingSupply","cryptos","exchanges","market_cap","crypto_24h_volume","dominance","eth_Gas","todays_crypto_market_cap","todays_market_increase_or_decrease"
"THORChain","RUNE","thorchain","1.3214942974434802","59041679.57499684","237380534.3273069","1671409036.9217157","432203386.91044724","-0.21176112","-6.44387231","-5.36252705","659307680.663881","327056566.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Fei USD","FEI","fei-usd","0.998900979990218","1035367.4283605","9476391.75159091","35258008.27348546","424529098.4854347","-0.00140378","-0.07677976","1.61346817","425648421.87604123","424996177.78890556","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"GMX","GMX","gmx","48.355072516556476","24946543.34052777","166688912.9888521","816148549.8702993","404428739.7521025","-0.18962227","-1.28438757","-7.52728589","424485544.5993242","8363729.36083652","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Neutrino USD","USDN","neutrino-usd","0.5918197318616024","1963136.31289365","12863962.24692313","63925817.5958332","402595015.97241384","2.53768016","7.14718725","-29.38492544","402595373.46710193","680266294.444135","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Synthetix","SNX","synthetix","1.5706997300444852","25874660.94440898","207211722.11189765","860017034.163966","390489402.2813538","-0.30191301","-7.47886537","-17.85856589","486146365.7210613","248608562.67562634","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Osmosis","OSMO","osmosis","0.7768844432721921","16511333.90905622","69795367.06758621","471904639.4489297","382686099.12051046","-0.09464409","-7.42262602","-13.06002977","252487444.06346244","492590761.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Mina","MINA","mina","0.48018915005492835","12872487.56266255","59638277.52694153","321430246.3175074","372631893.9000719","-1.78983452","-9.0607104","-12.5664099","395726266.0607205","776010648.8400393","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"GateToken","GT","gatetoken","3.3311363233922604","2401695.46514826","19549996.12984626","77207397.30684029","360645729.31172925","-1.20999885","-2.54960401","-7.03358211","999340897.0176781","108265076.62840587","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Nexo","NEXO","nexo","0.6260983249247094","7489298.98077361","76548938.1566278","209664698.75461957","350615068.84491885","-0.6321372","-2.39024947","-6.91441287","626098324.9247094","560000011.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"EthereumPoW","ETHW","ethereum-pow","3.011262483125784","21187170.23823519","174659293.2936196","673342106.8642253","323983112.87933517","-0.17826542","-7.53992529","-18.51320519","323137923.77062136","107590459.04993","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Stacks","STX","stacks","0.2339174169444517","12600917.18897288","99797906.35929456","489262432.61444825","315569159.395987","-0.43756709","-12.12366017","-14.72557844","316365025.7408111","1349062261.024048","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Lido DAO","LDO","lido-dao","0.9994725281114499","19791715.43563825","165985983.8103451","766470950.7502606","312786081.02245504","-0.40046977","-6.7689109","-3.69450685","999472528.11145","312951153.95865756","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"ImmutableX","IMX","immutable-x","0.42225243801523415","10321025.08552479","75419086.42337376","310915284.75329614","308843578.3209863","0.88387755","-5.48245526","-3.99308374","844504876.0304683","731419289.7800242","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Zilliqa","ZIL","zilliqa","0.019057451696240887","26406680.06400921","93820428.8658696","925063426.772356","302397915.7372856","0.0436269","-6.60175106","-14.5230203","323084556.84502053","15867699446.7699","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"1inch Network","1INCH","1inch","0.388148004208172","26281663.53085756","140668036.3805485","867235887.8803058","296846896.7126661","-0.07390701","-5.76896374","-12.4299711","582222006.312258","764777593.8413967","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Curve DAO Token","CRV","curve-dao-token","0.5503180473178435","47871042.91759066","273091364.2406648","1719730501.0727217","292539902.5821869","0.06813676","-6.38152359","-14.62851606","1001953377.7602887","531583334.41539234","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Casper","CSPR","casper","0.027481763338980673","4292597.89135313","31380273.0985847","146468125.6788765","291036484.2378319","-0.04817679","-1.40665409","-8.39791346","312268018.6398037","10590167765.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"XDC Network","XDC","xinfin","0.023464801922138925","2266166.96446375","22460009.1042611","75522291.68514626","288734685.62557286","-0.10277644","-3.14725918","7.19144225","884740654.4479016","12305012698.75","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Basic Attention Token","BAT","basic-attention-token","0.19233378101528317","23586331.88943099","142048551.6752938","747200408.0767105","287418441.34463465","-0.10220024","-7.51122293","-14.4843073","288500671.5229248","1494373166.4163349","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Loopring","LRC","loopring","0.21541497243517319","25604887.55920848","136239634.3159832","790775671.7986991","286530681.0446651","0.11287007","-6.50080431","-12.24301623","295952908.6560836","1330133545.5263836","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Decred","DCR","decred","19.277279444159877","2310897.91856986","21101054.97363967","82170048.98786235","281214636.35624313","0.16486229","-7.18489616","-9.29193759","273465276.14763224","14587879.84947939","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"NEM","XEM","nem","0.03008411868108335","9530642.27597475","73449390.6821427","310069561.58568215","270757068.09966606","-0.2754841","-5.27414239","-8.37335364","270757068.09966606","8999999999.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Holo","HOT","holo","0.0015376581327009315","14318411.89660869","119414797.50797144","504487053.9074525","266542233.9125445","0.24781954","-7.06598019","-9.53505753","273117966.51026857","173342974126.73712","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Enjin Coin","ENJ","enjin-coin","0.26278255431302006","15846403.21539745","86194269.93319562","458483446.3670533","262782554.31302005","0.01676056","-6.30246978","-13.91963463","262782554.31302005","1000000000.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Kava","KAVA","kava","0.7229712183272861","33619721.78838664","442409209.13827634","1332765067.9887428","253780332.08380738","-0.10762291","-13.06318581","-18.71496007","253780332.08380738","351024115.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Arweave","AR","arweave","7.555847730752505","20571027.06939114","122467436.54898347","661033054.5535554","252325275.77000841","0.1622273","-6.44428587","-15.9725496","477457304.9000137","33394701.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Balancer","BAL","balancer","5.468870090973057","9025855.273823","50788461.81293906","253556805.86212167","251785533.70155004","-0.03601227","-5.0880638","-8.52710198","296057405.61469996","46039772.29540494","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Convex Finance","CVX","convex-finance","3.450502191972661","5658813.24995605","47247158.12988788","173179840.52746525","248998945.76145592","0.19094178","-3.57283823","-10.2773761","332704435.48702866","72163103.19719072","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Compound","COMP","compound","34.149159843771166","25708512.32793632","204355358.32295528","739330961.8702484","248167135.20663488","-0.0109312","-8.84953717","-15.07832464","341491598.43771166","7267151.99852569","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Celo","CELO","celo","0.5166419670107062","26867588.84531655","211253658.0376586","1009606272.967861","247384772.99448422","-0.4969317","-10.02256573","-16.59075193","516641967.0107062","478832129.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Bitcoin Gold","BTG","bitcoin-gold","14.080213317981585","13684135.69419917","23194673.33591878","123192034.53219838","246599780.16794965","-1.09468152","-3.34759862","-4.39492742","246599780.16794965","17513923.589","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Ravencoin","RVN","ravencoin","0.01965264216625406","9327798.86451839","37673840.81823029","307588718.0949702","235832468.82439962","-0.02007265","-5.6026895","-11.05088839","235832468.82439962","12000038815.612906","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Helium","HNT","helium","1.7411976618876797","2393162.72415531","13777213.5570051","75993361.39420976","234294111.4982274","-0.11337322","-8.64153202","-17.98150804","388287078.60095257","134559169.60296327","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Ethereum Name Service","ENS","ethereum-name-service","11.534094204901617","36653614.48120615","185133432.8804147","1229750721.1029687","233506146.51761925","-0.01913689","-6.28553221","-15.90994129","1153409420.4901617","20244862.09054775","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"SushiSwap","SUSHI","sushiswap","1.0007653287985814","56240809.3206953","335218413.1104108","1973505499.4361799","222427471.96748862","0.09688162","-6.59351784","-15.79287602","244729213.605379","222257372.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Gnosis","GNO","gnosis-gno","84.88560810606235","4088852.38056898","30738711.95904532","578635940.8141994","219818752.12416178","-0.03479067","-1.54286809","-5.42754368","254656824.31818706","2589588.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Qtum","QTUM","qtum","2.0946181518014666","35984579.60485162","236889160.57862782","1253272003.6640604","218795028.35596162","-0.09305437","-9.68963477","-8.9715744","225846768.77850735","104455806.5","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Oasis Network","ROSE","oasis-network","0.03817054004296584","22135493.76915519","167154368.99293247","674387309.9439915","218553768.53862813","-0.21007546","-6.64725355","-14.79791098","381705400.4296584","5725718533.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Optimism","OP","optimism-ethereum","0.9245848590007385","101374380.48944502","336034208.0129295","3635860448.4496965","217044783.02959403","-0.48527539","-11.310476","-13.26601272","3971061731.784943","234748364.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Theta Fuel","TFUEL","theta-fuel","0.03628884684000568","7254178.24972828","27770483.4360094","218267988.29442647","216095384.17976728","-0.46264564","-9.24564658","-17.55824232","216095384.17976728","5954870518.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Kusama","KSM","kusama","25.412575452007076","13840628.13580164","77525030.53554349","476161578.6580364","215247005.96607065","0.50923615","-4.82078542","-14.44231693","245262291.68392453","8470098.05726206","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"SwissBorg","CHSB","swissborg","0.21429117185775876","249279.74657153","1858515.51735212","7638215.12932261","214291171.85775876","0.00987001","-2.31168402","-10.58333938","214291171.85775876","1000000000.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"TerraClassicUSD","USTC","terrausd","0.021325566097549726","18228093.36773237","126719078.9267566","582720319.4835238","209085598.75689077","-0.16979955","-7.77819054","-8.13886579","209101690.35941198","9804457138.463226","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"yearn.finance","YFI","yearn-finance","5693.668662649411","26020261.89097216","204024308.37737793","803471528.0669357","208603045.2146781","-0.09109087","-4.78297293","-18.05912394","208764055.1847033","36637.72122588","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Golem","GLM","golem-network-tokens","0.19474655292358933","6405264.94936608","32292016.17343852","207607301.19905955","194746552.92358932","-0.31796545","-9.27965135","-12.40389415","194746552.92358932","1000000000.0","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
"Kadena","KDA","kadena","0.9095414246857297","4349850.47587501","36418003.83416636","155597764.87796587","193189227.93593267","-0.02205326","-4.07636019","-10.00663624","909541424.6857297","212402890.83335","22,057","534","$805,422,750,551.88","$44,409,951,180","BTC: 39.9% ETH: 17.9%","12 Gwei","The global crypto market cap is $805.42B, a","2.54% decrease over the last day."
